Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training 
11091000,0.50982463,9.979311,None,None,None,1.0
11092000,0.53775567,9.980153,None,None,None,1.0
11093000,0.5676524,9.984716,None,None,None,1.0
11094000,0.54850936,9.970727,None,None,None,1.0
11095000,0.5383009,9.962633,None,None,None,1.0
11096000,0.50125754,9.977936,None,None,None,1.0
11097000,0.47655296,9.888033,None,None,None,1.0
11098000,0.5986362,9.8277855,None,None,None,1.0
11099000,0.65007263,9.600713,None,None,None,1.0
11100000,0.6031809,5.2572703,6995.666666666667,602.7800911664963,602.7800911664963,1.0
11101000,0.58820975,9.407945,None,890.3401336669922,890.3401336669922,1.0
11102000,0.56021804,9.892416,8050.0,None,None,1.0
11103000,0.4665797,6.9853377,None,804.0201215744019,804.0201215744019,1.0
11104000,0.514665,9.940564,None,None,None,1.0
11105000,0.4900672,9.989623,None,None,None,1.0
11106000,0.5168968,9.938451,None,None,None,1.0
11107000,0.47021794,7.896394,5105.0,509.60007762908936,509.60007762908936,1.0
11108000,0.4436161,9.982105,None,None,None,1.0
11109000,0.4826375,9.986901,None,None,None,1.0
11110000,0.503383,9.986207,None,None,None,1.0
11111000,0.43586764,9.981254,86.0,None,None,1.0
11112000,0.42589024,8.215821,None,7.680002212524414,7.680002212524414,1.0
11113000,0.45533124,9.983238,None,None,None,1.0
11114000,0.51161194,9.990102,None,None,None,1.0
11115000,0.4655753,9.908307,None,None,None,1.0
11116000,0.45723405,9.998099,None,None,None,1.0
11117000,0.46883547,9.980738,None,None,None,1.0
11118000,0.4314616,10.001094,None,None,None,1.0
11119000,0.43154404,9.870631,None,None,None,1.0
11120000,0.469247,10.007645,None,None,None,1.0
11121000,0.5092939,10.003641,None,None,None,1.0
11122000,0.52742296,9.994619,None,None,None,1.0
11123000,0.4856535,9.993067,None,None,None,1.0
11124000,0.46695328,9.986668,None,None,None,1.0
11125000,0.42438114,9.986071,None,None,None,1.0
11126000,0.39722896,9.9899845,None,None,None,1.0
11127000,0.35886922,10.004382,None,None,None,1.0
11128000,0.40344068,9.997464,None,None,None,1.0
11129000,0.49535465,9.997113,None,None,None,1.0
11130000,0.43326625,9.994961,None,None,None,1.0
11131000,0.42015776,9.952653,None,None,None,1.0
11132000,0.463557,9.988984,None,None,None,1.0
11133000,0.5091698,9.925421,5349.0,533.9200782775879,533.9200782775879,1.0
11134000,0.49786055,9.971389,None,None,None,1.0
11135000,0.565789,9.990827,None,None,None,1.0
11136000,0.5802564,9.997029,None,None,None,1.0
11137000,0.5362956,9.994965,None,None,None,1.0
11138000,0.48558277,9.998752,None,None,None,1.0
11139000,0.5429219,9.987906,None,None,None,1.0
11140000,0.52945,9.987099,None,None,None,1.0
11141000,0.41512927,9.941305,None,None,None,1.0
11142000,0.4800386,9.9138,None,None,None,1.0
11143000,0.5438401,8.162992,6326.0,631.6600933074951,631.6600933074951,1.0
11144000,0.53118604,9.937336,None,None,None,1.0
11145000,0.5186359,9.923412,None,None,None,1.0
11146000,0.48884228,9.94746,None,None,None,1.0
11147000,0.48589066,9.961508,None,None,None,1.0
11148000,0.49124637,9.999496,None,None,None,1.0
11149000,0.48330617,9.98469,None,None,None,1.0
11150000,0.50532,9.944703,None,None,None,1.0
11151000,0.60699284,9.902305,None,None,None,1.0
11152000,0.5299401,9.943258,None,None,None,1.0
11153000,0.66015637,9.928549,None,None,None,1.0
11154000,0.5316365,9.959994,None,None,None,1.0
11155000,0.57627654,9.952601,None,None,None,1.0
11156000,0.51257926,9.962707,None,None,None,1.0
11157000,0.5672626,9.9642315,None,None,None,1.0
11158000,0.5746263,9.954901,None,None,None,1.0
11159000,0.46844134,9.961034,None,None,None,1.0
11160000,0.4378963,9.94042,9489.0,None,None,1.0
11161000,0.42831683,9.723037,None,947.9401397705078,947.9401397705078,1.0
11162000,0.45969227,9.956045,None,None,None,1.0
11163000,0.5154641,9.96274,None,None,None,1.0
11164000,0.53294533,9.877975,8415.0,840.5201263427734,840.5201263427734,1.0
11165000,0.48294213,9.922785,None,None,None,1.0
11166000,0.42593697,9.921599,None,None,None,1.0
11167000,0.51567227,9.930081,None,None,None,1.0
11168000,0.5328018,9.876329,None,None,None,1.0
11169000,0.57489437,9.926994,None,None,None,1.0
11170000,0.54593045,9.949843,None,None,None,1.0
11171000,0.59192365,9.930865,None,None,None,1.0
11172000,0.6026123,9.970094,None,None,None,1.0
11173000,0.6266407,9.967973,None,None,None,1.0
11174000,0.5716322,9.950073,None,None,None,1.0
11175000,0.5275469,8.485215,5225.0,521.5600776672363,521.5600776672363,1.0
11176000,0.5436663,9.935772,5857.0,None,None,1.0
11177000,0.538244,9.201338,None,584.7400817871094,584.7400817871094,1.0
11178000,0.5723572,9.94759,None,None,None,1.0
11179000,0.62280715,9.623861,None,None,None,1.0
11180000,0.5474531,9.468251,104.0,9.420000076293945,9.420000076293945,1.0
11181000,0.5188954,9.924283,None,None,None,1.0
11182000,0.5570184,9.94702,None,None,None,1.0
11183000,0.6005574,9.93909,None,None,None,1.0
11184000,0.61077654,9.921722,None,None,None,1.0
11185000,0.6113257,9.9484215,None,None,None,1.0
11186000,0.550354,9.898375,6568.0,None,None,1.0
11187000,0.47687086,9.086457,None,655.8400917053223,655.8400917053223,1.0
11188000,0.5329759,9.047268,5245.0,523.5400810241699,523.5400810241699,1.0
11189000,0.6318437,9.89488,None,None,None,1.0
11190000,0.5500926,9.943329,6848.0,None,None,1.0
11191000,0.5231075,9.919646,None,None,None,1.0
11192000,0.47114977,9.473022,None,683.8200988769531,683.8200988769531,1.0
11193000,0.42062223,9.8412075,None,None,None,1.0
11194000,0.46093994,9.245582,6314.0,630.5000915527344,630.5000915527344,1.0
11195000,0.4209865,9.964978,None,None,None,1.0
11196000,0.41761762,9.968906,None,None,None,1.0
11197000,0.5592241,9.969976,None,None,None,1.0
11198000,0.57710034,9.650972,None,None,None,1.0
11199000,0.5743601,9.950479,None,None,None,1.0
11200000,0.5003706,9.949944,None,None,None,1.0
11201000,0.5160415,9.969768,None,None,None,1.0
11202000,0.44047302,9.963535,None,None,None,1.0
11203000,0.40342745,9.9792385,None,None,None,1.0
11204000,0.4458271,9.94688,None,None,None,1.0
11205000,0.5141705,9.950603,4521.0,None,None,1.0
11206000,0.5662494,9.797932,None,451.18006134033203,451.18006134033203,1.0
11207000,0.60734636,9.950646,None,None,None,1.0
11208000,0.529351,9.977183,None,None,None,1.0
11209000,0.5835292,9.968353,None,None,None,1.0
11210000,0.5448712,9.978727,None,None,None,1.0
11211000,0.56937695,9.830328,None,None,None,1.0
11212000,0.61590177,9.583345,5621.0,561.200080871582,561.200080871582,1.0
11213000,0.59957486,9.968833,6739.0,None,None,1.0
11214000,0.5719192,8.952928,5485.0,672.9200973510742,672.9200973510742,1.0
11215000,0.49185637,9.798284,6574.0,547.5400848388672,547.5400848388672,1.0
11216000,0.577327,9.946842,None,None,None,1.0
11217000,0.56732076,9.320595,None,656.4800910949707,656.4800910949707,1.0
11218000,0.50323623,9.818534,None,None,None,1.0
11219000,0.5814258,9.932994,None,None,None,1.0
11220000,0.55680364,9.98059,None,None,None,1.0
11221000,0.54657584,9.942413,None,None,None,1.0
11222000,0.53052425,9.890098,None,None,None,1.0
11223000,0.5111319,9.855285,None,None,None,1.0
11224000,0.5149174,9.969725,None,None,None,1.0
11225000,0.49841622,9.845853,None,None,None,1.0
11226000,0.52455825,9.958794,None,None,None,1.0
11227000,0.44779882,9.914066,None,None,None,1.0
11228000,0.39950153,9.90317,None,None,None,1.0
11229000,0.4724875,9.971803,None,None,None,1.0
11230000,0.40700346,9.959999,None,None,None,1.0
11231000,0.510525,9.955637,None,None,None,1.0
11232000,0.49077797,9.969724,None,None,None,1.0
11233000,0.42247894,9.94996,None,None,None,1.0
11234000,0.41237453,9.741156,None,None,None,1.0
11235000,0.38954985,9.963043,None,None,None,1.0
11236000,0.38872838,9.9596195,None,None,None,1.0
11237000,0.44467223,9.970667,None,None,None,1.0
11238000,0.5540679,9.770615,None,None,None,1.0
11239000,0.47818756,9.959207,5408.0,None,None,1.0
11240000,0.43798757,9.074653,None,539.9000778198242,539.9000778198242,1.0
11241000,None,9.989542,None,None,None,1.0
11242000,None,9.932028,None,None,None,1.0
11243000,0.40563673,9.957759,None,None,None,1.0
11244000,0.4335663,9.966956,None,None,None,1.0
11245000,0.5034008,9.9708395,None,None,None,1.0
11246000,0.45867974,9.946263,None,None,None,1.0
11247000,0.4690623,9.984648,None,None,None,1.0
11248000,0.45775273,9.991543,None,None,None,1.0
11249000,0.538696,9.962855,None,None,None,1.0
11250000,0.5042947,9.987791,None,None,None,1.0
11251000,0.42635983,9.992756,None,None,None,1.0
11252000,0.52056366,9.968045,None,None,None,1.0
11253000,0.55765986,9.979936,7306.0,None,None,1.0
11254000,0.5278348,9.986738,None,None,None,1.0
11255000,0.5452278,9.9656,None,None,None,1.0
11256000,0.54698575,9.969448,None,None,None,1.0
11257000,None,9.975236,None,None,None,1.0
11258000,0.6454568,9.609848,None,729.6201057434082,729.6201057434082,1.0
11259000,0.56950647,9.962331,None,None,None,1.0
11260000,0.49484447,9.927466,None,None,None,1.0
11261000,0.53274673,9.980243,None,None,None,1.0
11262000,0.48941055,9.697387,None,None,None,1.0
11263000,0.4923537,9.981815,None,None,None,1.0
11264000,0.46544737,9.954576,None,None,None,1.0
11265000,0.5363412,9.705535,None,None,None,1.0
11266000,0.53690517,9.995213,None,None,None,1.0
11267000,0.4994769,10.002262,None,None,None,1.0
11268000,0.46680823,8.965471,12214.0,1220.4601860046387,1220.4601860046387,1.0
11269000,0.5377087,10.0086565,None,None,None,1.0
11270000,0.51775944,9.951859,None,None,None,1.0
11271000,0.52610457,10.0099945,None,None,None,1.0
11272000,0.43654537,9.931079,None,None,None,1.0
11273000,0.4868194,9.916316,None,None,None,1.0
11274000,0.5594714,9.856771,5562.0,None,None,1.0
11275000,0.5625681,9.412045,None,555.2200736999512,555.2200736999512,1.0
11276000,0.5711486,9.612734,5330.0,532.080078125,532.080078125,1.0
11277000,0.4840111,10.009445,None,None,None,1.0
11278000,None,10.010153,None,None,None,1.0
11279000,0.54788643,10.009674,None,None,None,1.0
11280000,0.5121221,9.987145,None,None,None,1.0
11281000,0.4694141,10.003211,None,None,None,1.0
11282000,0.53183734,10.004869,None,None,None,1.0
11283000,0.5245703,10.016374,None,None,None,1.0
11284000,0.44238192,10.012119,None,None,None,1.0
11285000,0.4846331,10.01016,None,None,None,1.0
11286000,0.5278721,10.016851,None,None,None,1.0
11287000,0.50325,10.011297,7516.0,None,None,1.0
11288000,0.4875558,8.851574,None,750.6801071166992,750.6801071166992,1.0
11289000,0.4826922,10.00918,None,None,None,1.0
11290000,0.4903248,10.020471,5244.0,None,None,1.0
11291000,0.51340437,9.993152,None,None,None,1.0
11292000,0.5409167,9.245874,None,523.4600791931152,523.4600791931152,1.0
11293000,0.5033475,9.990039,None,None,None,1.0
11294000,0.5105875,9.954409,None,None,None,1.0
11295000,0.48955366,10.005973,None,None,None,1.0
11296000,0.52201444,9.948883,None,None,None,1.0
11297000,0.5088395,9.893443,None,None,None,1.0
11298000,0.515607,10.005651,None,None,None,1.0
11299000,0.46643066,9.759453,None,None,None,1.0
11300000,0.5072358,8.113009,5085.0,507.6000781059265,507.6000781059265,1.0
11301000,0.49655876,9.830699,None,None,None,1.0
11302000,0.50689113,10.007097,None,None,None,1.0
11303000,0.5780399,9.673065,5536.0,544.2400817871094,544.2400817871094,1.0
11304000,0.48481858,9.180392,None,561.080078125,561.080078125,1.0
11305000,0.47647393,10.009096,None,None,None,1.0
11306000,0.48892447,10.022068,None,None,None,1.0
11307000,0.38503262,10.026142,None,None,None,1.0
11308000,0.4283578,9.903088,None,None,None,1.0
11309000,0.5699263,9.91376,7968.0,None,None,1.0
11310000,0.53758335,9.382387,None,795.8201141357422,795.8201141357422,1.0
11311000,0.62026876,10.020789,None,None,None,1.0
11312000,0.60511166,10.009265,None,None,None,1.0
11313000,0.54958016,10.0108595,10881.0,None,None,1.0
11314000,0.56154597,9.989065,None,1087.1201629638672,1087.1201629638672,1.0
11315000,0.5536749,10.020357,None,None,None,1.0
11316000,0.5124599,9.935797,None,None,None,1.0
11317000,0.5564946,9.900848,None,None,None,1.0
11318000,0.5196857,9.926244,None,None,None,1.0
11319000,0.45794135,9.917473,None,None,None,1.0
11320000,0.48670712,9.943924,None,None,None,1.0
11321000,0.469146,9.955842,None,None,None,1.0
11322000,0.46763417,9.941202,None,None,None,1.0
11323000,0.48091403,9.908885,None,None,None,1.0
11324000,0.4788636,9.933322,None,None,None,1.0
11325000,0.43217337,9.942124,None,None,None,1.0
11326000,0.4217989,9.907322,None,None,None,1.0
11327000,0.5074635,9.970909,None,None,None,1.0
11328000,0.44746497,9.901492,None,None,None,1.0
11329000,0.47830138,9.974375,None,None,None,1.0
11330000,0.40680307,9.942892,None,None,None,1.0
11331000,0.36820665,9.868801,None,None,None,1.0
11332000,0.45950487,9.966053,None,None,None,1.0
11333000,0.4330076,9.949521,None,None,None,1.0
11334000,0.47225946,9.965211,None,None,None,1.0
11335000,0.4620252,9.983486,None,None,None,1.0
11336000,0.5087226,9.940487,None,None,None,1.0
11337000,0.5272481,9.9670315,None,None,None,1.0
11338000,0.5501244,9.970924,None,None,None,1.0
11339000,0.53944397,8.924485,7307.5,729.8001079559326,729.8001079559326,1.0
11340000,0.4668338,9.979885,None,None,None,1.0
11341000,0.55127233,9.938037,None,None,None,1.0
11342000,0.50381285,9.967291,None,None,None,1.0
11343000,0.5032647,9.963472,None,None,None,1.0
11344000,0.4446298,9.95159,None,None,None,1.0
11345000,0.5045169,9.900357,None,None,None,1.0
11346000,0.58521897,9.977735,10420.0,None,None,1.0
11347000,0.5676701,9.323402,None,1041.0201568603516,1041.0201568603516,1.0
11348000,0.51714635,9.963439,None,None,None,1.0
11349000,0.5171487,9.883985,None,None,None,1.0
11350000,0.5471925,9.972099,None,None,None,1.0
11351000,0.6039624,9.974161,None,None,None,1.0
11352000,0.5294821,9.967774,None,None,None,1.0
11353000,0.4813274,9.964627,10630.0,None,None,1.0
11354000,0.5123241,9.046064,None,1062.0201568603516,1062.0201568603516,1.0
11355000,0.5237202,9.895494,None,None,None,1.0
11356000,0.5566109,9.898264,None,None,None,1.0
11357000,0.52666557,9.949951,None,None,None,1.0
11358000,0.48506773,9.958787,None,None,None,1.0
11359000,0.4720766,9.9582,None,None,None,1.0
11360000,0.4585931,9.943643,None,None,None,1.0
11361000,0.46476704,9.945681,None,None,None,1.0
11362000,0.4235071,9.953885,None,None,None,1.0
11363000,0.4490304,9.9312105,None,None,None,1.0
11364000,0.47286516,9.950127,None,None,None,1.0
11365000,0.38783526,9.929645,None,None,None,1.0
11366000,0.43548742,9.95549,None,None,None,1.0
11367000,0.57371473,9.882939,None,None,None,1.0
11368000,0.64517015,9.964917,None,None,None,1.0
11369000,0.5267368,9.964762,None,None,None,1.0
11370000,0.49568325,9.975394,None,None,None,1.0
11371000,0.49862534,9.95104,None,None,None,1.0
11372000,0.5052292,9.971764,None,None,None,1.0
11373000,0.51304555,9.973873,None,None,None,1.0
11374000,0.48634008,9.97627,None,None,None,1.0
11375000,0.48832726,9.976057,None,None,None,1.0
11376000,0.5178256,9.975213,None,None,None,1.0
11377000,0.4425779,9.975383,None,None,None,1.0
11378000,0.45617005,9.588897,4812.0,677.2200927734375,677.2200927734375,1.0
11379000,0.47651678,9.929734,None,None,None,1.0
11380000,0.5394866,9.920414,None,None,None,1.0
11381000,0.6226366,9.501508,None,None,None,1.0
11382000,0.43341702,9.5402565,None,283.280029296875,283.280029296875,1.0
11383000,0.43962798,9.987198,None,None,None,1.0
11384000,0.40198398,9.999399,None,None,None,1.0
11385000,0.40572917,9.984367,None,None,None,1.0
11386000,0.43129888,9.988534,None,None,None,1.0
11387000,0.49680734,9.230293,6259.0,624.960090637207,624.960090637207,1.0
11388000,0.5054277,9.981266,None,None,None,1.0
11389000,0.54539376,9.977515,None,None,None,1.0
11390000,0.48782665,9.9331455,8034.0,None,None,1.0
11391000,0.5553982,9.692224,None,None,None,1.0
11392000,0.5763878,9.196215,None,802.4201216697693,802.4201216697693,1.0
11393000,0.52036315,9.959627,None,None,None,1.0
11394000,0.54911894,9.956087,None,None,None,1.0
11395000,0.5106982,9.954409,None,None,None,1.0
11396000,0.5511831,9.904433,None,None,None,1.0
11397000,0.51985943,9.898871,None,None,None,1.0
11398000,0.53582895,9.952966,None,None,None,1.0
11399000,0.5176247,9.978661,None,None,None,1.0
11400000,0.5522139,9.929252,None,None,None,1.0
11401000,0.478365,9.980242,5872.0,None,None,1.0
11402000,0.5307991,9.25101,None,586.3000869750977,586.3000869750977,1.0
11403000,0.4326337,9.682363,None,None,None,1.0
11404000,0.3894935,9.945625,None,None,None,1.0
11405000,0.42471367,9.924467,None,None,None,1.0
11406000,0.49741498,9.972389,None,None,None,1.0
11407000,0.5244972,9.875522,11220.0,None,None,1.0
11408000,0.49483326,7.912227,None,1121.100170135498,1121.100170135498,1.0
11409000,0.4853834,9.967559,None,None,None,1.0
11410000,0.44903627,9.95567,None,None,None,1.0
11411000,0.47879952,9.594758,5461.0,545.1200790405273,545.1200790405273,1.0
11412000,0.49407896,9.966111,None,None,None,1.0
11413000,0.4751104,9.9668045,None,None,None,1.0
11414000,0.45279688,9.955428,None,None,None,1.0
11415000,0.4290989,9.9923,None,None,None,1.0
11416000,0.50444114,9.951912,None,None,None,1.0
11417000,0.61104655,9.851818,None,None,None,1.0
11418000,0.65361786,9.998155,5747.0,None,None,1.0
11419000,0.6387689,9.574489,None,573.720085144043,573.720085144043,1.0
11420000,0.6307246,9.99432,None,None,None,1.0
11421000,0.65521747,8.150065,7222.0,721.2601108551025,721.2601108551025,1.0
11422000,0.5684656,9.393549,6019.0,635.7600936889648,635.7600936889648,1.0
11423000,0.567789,9.277064,None,566.2000732421875,566.2000732421875,1.0
11424000,0.5695036,9.998015,None,None,None,1.0
11425000,0.56249094,9.969478,None,None,None,1.0
11426000,0.4956523,9.994607,None,None,None,1.0
11427000,0.4984345,9.97285,None,None,None,1.0
11428000,0.50827104,9.9802885,None,None,None,1.0
11429000,None,9.657093,None,None,None,1.0
11430000,0.4940788,9.964401,4817.0,None,None,1.0
11431000,0.45505548,9.29389,6794.0,480.76007080078125,480.76007080078125,1.0
11432000,0.48361874,9.486583,None,678.480094909668,678.480094909668,1.0
11433000,0.5283493,9.95501,None,None,None,1.0
11434000,0.52422893,9.954998,None,None,None,1.0
11435000,0.45516902,9.87066,None,None,None,1.0
11436000,0.41430733,9.95079,None,None,None,1.0
11437000,0.4912608,9.959596,None,None,None,1.0
11438000,0.56532234,9.969216,None,None,None,1.0
11439000,0.53047055,9.187219,6367.0,635.8000946044922,635.8000946044922,1.0
11440000,0.4689955,9.91374,None,None,None,1.0
11441000,0.482891,9.962184,None,None,None,1.0
11442000,0.48716098,9.98264,None,None,None,1.0
11443000,0.47432148,9.974334,None,None,None,1.0
11444000,0.45945254,9.971406,None,None,None,1.0
11445000,0.4293696,9.975243,None,None,None,1.0
11446000,0.5402715,9.970109,None,None,None,1.0
11447000,0.6497979,9.9864235,None,None,None,1.0
11448000,0.57328826,9.97106,4788.0,None,None,1.0
11449000,0.49160114,9.799182,None,477.8400650024414,477.8400650024414,1.0
11450000,0.4433165,9.969498,None,None,None,1.0
11451000,0.49975643,9.930743,None,None,None,1.0
11452000,0.4849853,9.94443,None,None,None,1.0
11453000,0.4379694,9.974312,None,None,None,1.0
11454000,0.47864312,9.970375,None,None,None,1.0
11455000,0.42968947,9.972021,None,None,None,1.0
11456000,0.47919688,9.9696,None,None,None,1.0
11457000,0.5785428,10.001975,None,None,None,1.0
11458000,0.4839864,9.989394,None,None,None,1.0
11459000,0.5235235,9.984269,7861.0,None,None,1.0
11460000,0.5485359,9.269094,None,785.1201171875,785.1201171875,1.0
11461000,0.50353855,9.991437,None,None,None,1.0
11462000,0.41438204,9.437923,None,None,None,1.0
11463000,0.39189768,9.982847,None,None,None,1.0
11464000,0.4665784,9.832888,7663.0,765.4001007080078,765.4001007080078,1.0
11465000,0.46264255,9.979158,None,None,None,1.0
11466000,0.455423,9.866427,None,None,None,1.0
11467000,0.4762244,9.990993,None,None,None,1.0
11468000,None,9.916955,None,None,None,1.0
11469000,0.45772195,9.935202,None,None,None,1.0
11470000,0.5124116,9.859343,None,None,None,1.0
11471000,0.5115932,9.90858,None,None,None,1.0
11472000,0.5047657,9.927088,None,None,None,1.0
11473000,0.46722054,9.97367,None,None,None,1.0
11474000,0.42527863,9.923377,None,None,None,1.0
11475000,0.44809112,9.982804,None,None,None,1.0
11476000,0.5543699,9.931407,None,None,None,1.0
11477000,0.52570486,9.912508,None,None,None,1.0
11478000,0.5580787,9.950085,None,None,None,1.0
11479000,0.52854794,9.955779,16267.0,None,None,1.0
11480000,0.50895417,9.959801,None,None,None,1.0
11481000,0.5012039,9.969173,None,None,None,1.0
11482000,0.47159302,9.19349,None,1625.8002433776855,1625.8002433776855,1.0
11483000,0.45529544,9.95692,None,None,None,1.0
11484000,0.50350803,9.841191,5404.0,None,None,1.0
11485000,0.48720944,9.493391,None,539.5000801086426,539.5000801086426,1.0
11486000,0.46687198,9.958499,None,None,None,1.0
11487000,0.4445318,9.93942,None,None,None,1.0
11488000,0.4325444,9.939774,None,None,None,1.0
11489000,0.47935286,9.963951,None,None,None,1.0
11490000,0.38270953,9.967713,None,None,None,1.0
11491000,0.41560307,9.933002,None,None,None,1.0
11492000,0.38870123,9.963205,None,None,None,1.0
11493000,0.41009834,10.007119,None,None,None,1.0
11494000,0.4604322,9.9962435,None,None,None,1.0
11495000,0.51375467,9.986949,None,None,None,1.0
11496000,0.47562706,9.978001,None,None,None,1.0
11497000,0.5531323,9.981451,None,None,None,1.0
11498000,0.46905187,9.964415,None,None,None,1.0
11499000,0.43023792,10.001034,None,None,None,1.0
11500000,0.50313514,9.945366,None,None,None,1.0
11501000,0.5546597,9.983462,8819.0,None,None,1.0
11502000,0.53733766,8.603258,None,880.9601287841797,880.9601287841797,1.0
11503000,0.5262097,8.879349,5171.0,516.1800765991211,516.1800765991211,1.0
11504000,0.4657051,9.996366,None,None,None,1.0
11505000,0.48413184,9.999703,None,None,None,1.0
11506000,0.6480459,9.907748,None,None,None,1.0
11507000,0.5987826,9.894467,None,None,None,1.0
11508000,0.5254716,9.879405,None,None,None,1.0
11509000,0.44470215,9.900914,6688.0,None,None,1.0
11510000,0.49044362,9.374996,None,667.8800964355469,667.8800964355469,1.0
11511000,0.58092827,9.9761715,None,None,None,1.0
11512000,0.6414831,9.606779,4614.0,575.7800750732422,575.7800750732422,1.0
11513000,0.5642876,8.849831,10526.5,586.4400854110718,586.4400854110718,1.0
11514000,0.56316,9.26513,None,1275.7601852416992,1275.7601852416992,1.0
11515000,0.5383904,9.9615135,None,None,None,1.0
11516000,0.51101685,9.924253,None,None,None,1.0
11517000,0.46686015,9.947888,None,None,None,1.0
11518000,0.43952203,9.946948,None,None,None,1.0
11519000,0.47061825,9.940241,None,None,None,1.0
11520000,0.42130485,9.91284,None,None,None,1.0
11521000,0.37090147,9.942797,None,None,None,1.0
11522000,0.44279835,9.935865,None,None,None,1.0
11523000,0.55908275,9.925664,None,None,None,1.0
11524000,0.57971764,9.7287855,None,None,None,1.0
11525000,0.4827379,9.949472,None,None,None,1.0
11526000,0.47272384,9.918335,None,None,None,1.0
11527000,0.5059183,9.806939,None,None,None,1.0
11528000,0.5057518,9.92119,None,None,None,1.0
11529000,0.4948377,9.389948,5298.0,528.9000759124756,528.9000759124756,1.0
11530000,0.46665382,9.942863,None,None,None,1.0
11531000,None,9.954389,None,None,None,1.0
11532000,None,9.9749975,None,None,None,1.0
11533000,0.46167386,8.827303,6187.0,617.8000946044922,617.8000946044922,1.0
11534000,0.39470991,9.945229,None,None,None,1.0
11535000,0.42485777,9.966471,None,None,None,1.0
11536000,0.43885615,9.943477,None,None,None,1.0
11537000,0.45636898,9.953729,None,None,None,1.0
11538000,0.42557138,9.96009,None,None,None,1.0
11539000,0.4641884,9.961801,None,None,None,1.0
11540000,0.44899735,9.971802,None,None,None,1.0
11541000,0.47962084,9.9386835,None,None,None,1.0
11542000,0.45357865,9.778559,6750.0,None,None,1.0
11543000,None,9.78857,None,674.0801010131836,674.0801010131836,1.0
11544000,0.47633097,9.964549,None,None,None,1.0
11545000,0.554721,9.92532,15092.0,1508.2802305221558,1508.2802305221558,1.0
11546000,0.6418039,9.970483,None,None,None,1.0
11547000,0.617237,9.918735,None,None,None,1.0
11548000,0.506053,9.975528,None,None,None,1.0
11549000,0.48077762,9.97746,None,None,None,1.0
11550000,0.5346029,9.969779,None,None,None,1.0
11551000,0.5653963,9.974953,None,None,None,1.0
11552000,0.54793006,9.974151,None,None,None,1.0
11553000,0.492703,9.966629,None,None,None,1.0
11554000,0.50082004,9.971184,None,None,None,1.0
11555000,0.4882827,9.982585,5844.0,None,None,1.0
11556000,0.5135626,9.976418,None,None,None,1.0
11557000,0.49354234,9.952016,None,None,None,1.0
11558000,0.5053659,9.927108,None,None,None,1.0
11559000,0.4524165,9.784879,None,583.5000762939453,583.5000762939453,1.0
11560000,0.5167768,9.956925,None,None,None,1.0
11561000,0.468657,10.003025,None,None,None,1.0
11562000,0.52312374,9.93008,None,None,None,1.0
11563000,0.47817376,9.99489,None,None,None,1.0
11564000,0.47506946,10.004657,None,None,None,1.0
11565000,0.45571348,9.995561,None,None,None,1.0
11566000,0.4787972,9.9103365,None,None,None,1.0
11567000,0.45545214,9.931486,None,None,None,1.0
11568000,0.42497092,9.934099,None,None,None,1.0
11569000,0.44181958,9.980544,None,None,None,1.0
11570000,0.48627776,9.943175,None,None,None,1.0
11571000,0.4410499,9.95086,None,None,None,1.0
11572000,0.5668029,9.933729,None,None,None,1.0
11573000,0.5621836,9.944498,None,None,None,1.0
11574000,0.49204186,9.972196,None,None,None,1.0
11575000,0.508508,9.961869,None,None,None,1.0
11576000,0.49686486,9.97717,None,None,None,1.0
11577000,0.5240703,9.929445,7847.0,None,None,1.0
11578000,0.5095795,9.48916,None,783.7601089477539,783.7601089477539,1.0
11579000,0.4462916,9.998842,None,None,None,1.0
11580000,0.5051205,9.960845,None,None,None,1.0
11581000,0.5138274,9.975567,8194.0,None,None,1.0
11582000,0.52847725,9.97167,None,None,None,1.0
11583000,0.58446896,9.714441,None,818.5001239776611,818.5001239776611,1.0
11584000,0.5044022,9.95796,None,None,None,1.0
11585000,0.45786506,9.989831,None,None,None,1.0
11586000,0.45258623,9.966021,None,None,None,1.0
11587000,0.5527301,9.979545,None,None,None,1.0
11588000,0.608987,9.960748,None,None,None,1.0
11589000,0.6614769,9.936891,None,None,None,1.0
11590000,0.64387554,9.957711,9674.0,None,None,1.0
11591000,0.5563153,9.435237,5874.0,966.4201354980469,966.4201354980469,1.0
11592000,0.5743243,9.4613695,2582.0,421.8900566101074,421.8900566101074,1.0
11593000,0.49939597,9.965324,None,None,None,1.0
11594000,0.5185735,9.952056,None,None,None,1.0
11595000,None,9.938947,None,None,None,1.0
11596000,0.4931124,9.832768,None,None,None,1.0
11597000,0.5126465,9.978296,None,None,None,1.0
11598000,0.4847574,7.6008024,6083.0,607.3200926780701,607.3200926780701,1.0
11599000,0.50337756,9.93625,None,None,None,1.0
11600000,0.40445334,9.936102,None,None,None,1.0
11601000,0.31043836,9.980057,None,None,None,1.0
11602000,0.3904695,9.921325,None,None,None,1.0
11603000,0.4384276,9.950804,None,None,None,1.0
11604000,0.44289017,9.96279,6968.0,None,None,1.0
11605000,0.45260414,9.622837,None,695.8401031494141,695.8401031494141,1.0
11606000,0.38083932,9.974045,None,None,None,1.0
